idx,class,conversation
687,일반 대화,"내년에 시급이 오르는구나\n 9천원대로 가더라고\n 올라도 나한테는 얼마나 반영이 될까해\n 시간제 알바여도 1시간에 1만원이상 된다는데...\n 언니다니는 곳은 조금 그렇치\n 그런문제 볼때마다 마음아파,\n 시급이 올라서 창업하시는 분들도 힘들겠어\n 그래도 오르는 것은 좋은 것 같아\n 맞아 월급 오를때가 기분은 좋지.\n 나도 월급받고 싶다\n 받는 사람과 주는 사람의 입장이 있는거지\n 받을수 있는 때가 곧 올거야!"
688,일반 대화,나 딱 쌍커풀이랑 코끝이랑 안면비대칭 수술만 살짝씩 하고싶어 키키\n 그정도면 살짝이 아닌데~~^^\n 그런가 키키 갈아엎는 수준인가 키키\n 키키 그래 보이는데~~^^\n 키키 엄마는? 성형하라면 어디 하고싶어?\n 엄마는 눈~~^^ 좀 더 또렷하게 보이게~그리고 입술도~\n 입술? 도톰하게 하는거?\n 응~~같이 일하는 동생이 했는데 예쁘더라^^\n 뭔가...뭔가 입술 성형은 소세지같아서 난 별로... 키키\n 키키 부기 빠지기 전엔 그런데 자리잡으면 예뻐\n 그...그런거야? 키키\n 응~~나이들면 입술이 쪼그라들거든~~^^
689,일반 대화,겨울 되니까 길냥이들 너무 안쓰럽다 ㅠㅠ\n 아 지금 고양이들 추위에 떨고 있어?\n 응 비 맞고 차 밑에 들어가 있더라\n 아 맞아\n 차 밑에 많이 숨어 있더라 ㅠㅠ\n 추워서 그런 건지 길냥이들 차 밑에 많이 있더라 키키\n 맞아\n 겨울엔 본넷 위에 올라가 있잖아 키키\n 맞아\n 근데 비 맞고 그러고 있는 거 보니까 진짜 안쓰럽더라\n 맞아...\n 고양이도 그렇고 강아지도 그렇고 떠돌이 생활 힘들지 ㅠㅠ\n 응 ㅠㅠ 강아지는 잘 안 보이는데 고양이들이 여기 많이 보여서 ㅠㅠ\n 맞아\n 고양이는 잘 보이는데 강아지들은 잘 안 보이긴 해 키키\n 고양이 번식력이 좋아서 그런가 키키\n 아니면 성향이 달라서 강아지랑 고양이가 지내는 데가 다른가 봐 키키
690,일반 대화,이번에 우리 동네에 새로 전철역이 생겨.\n 오 잘됐다 무슨역?\n 신림 경전철 말하는거야?\n 아니~ 거기는 우리 집에서 조금 더 가야 하고 이번에 신안산선이 생기나 봐.\n 아 그건 안산에서 오는 거야?\n 그거 나도 들었어 안산에서 여의도까지 가는 노선 아닌가?\n 응 맞아 원래 우리 집에서 여의도 가려면 한번 갈아타야 했거든.\n 아 1호선에서 5호선으로?\n 그럼 시간이 엄청 줄어들겠다.\n 응 원래 30분 넘게 걸렸는데 20분 내외로 걸릴 것 같아.\n 오 진짜 좋겠다.\n 안산 사는 사람들도 서울로 오는데 훨씬 빨라지겠어.
691,일반 대화,야 뉴욕 맨해튼에서 오징어게임 한대!\n 어? 무슨 뉴욕에서 오징어 게임을 해?\n 와 개꿀잼이겠다.\n 26일에 미국 현지인 80명 뽑아서 오징어게임 할거래. 키키\n 유니폼도 준다네?\n 우와 나 너무하고싶다 아 완전부러워\n 유니폼이면 초록색 츄리닝 그거? 키키\n 어어. 딱지치기도 하고 무궁화 꽃이 피었습니다도 하나봐\n 와 상금도 있어?\n 우승하면 465억 주는건가?\n 아니 돈은 아니고 한국행 왕복항공권 준대 키키\n 어?무슨말이지그게?\n 탈락하면 죽는건가? 키키\n 1등한 사람한테 한국 관광할 수 있게 항공권 주나봐.\n 탈락했다고 설마 죽이겠어? 키키\n 뭐야 우린 좋을게 없네\n 그러게 키키 오징어게임이 인기가 대단하긴 하구나...
692,일반 대화,"너희는 해보고 싶은 알바나 일 있어?\n 나는 예전에 찜닭집 알바를 신청했을 때, 같이 신청했던 빵 포장 알바가 있었는데 그걸 해보고 싶어.\n 엄청 꿀일 것 같아서 하하\n 나는 카페 알바처럼 여러 사람들과 만나면서 대화도 하고 친목도 다질 수 있는 알바를 꼭 해보고 싶어.\n 에버랜드 같은 놀이공원 알바는 어떨까?\n 사람들도 많이보고 분위기도 항상 즐거울거 같아서 재밌을거 같아!\n 오 그런데 놀이공원 알바는 뭐랄까 목이 아플 것 같아  ㅠㅠ\n 즐겁긴 하지만 에너지가 너무 많이 소모돼서 너무 쉽게 지칠 거 같아\n 그렇긴하겠다.\n 아니면 동물카페 같은곳도 재밌을거 같아!\n 그렇네!\n 강아지나 고양이를 좋아하면 애견 카페나 고양이 카페에서 일해도 좋겠다 ㅠㅠ\n 나도 동물을 좋아하는데 비염이 심해서 힘들지 않을까 싶어\n 그런거면 좀 힘들긴 하겠다...동물들 보는 즐거움에 일 할 수 있을거 같아...!\n 또 다른 이색 알바 뭐 있을까\n 뭐가 있을까...\n 막상 생각하려니 생각이 안나 ㅠㅠ\n 그러게 평범한 알바밖에 생각 안 해봤다\n 방 탈출 같은곳도 재밌어 보이긴 하더라고!\n 오!\n 안에 CCTV가 있으려나?\n 뭔가 다들 열심히 찾는 걸 보는 것도 재밌을 것 같다 키키\n 헐 그러게 한번쯤은 대타로 해보고싶다~"
693,일반 대화,육군 운전병으로 갔던 거야?\n 넵 하하 운전병으로 갔다 왔죠 하하\n 오 키키 괜찮은 곳 갔네\n 어디 연줄이 있었나\n 아뇨 하하\n 원래 인천에 있었는데 경기도에 인원 부족하다 해서 튕겨서 글로 갔어요 하하\n 오 튕겼는데 어떻게 더 잘 됐노 키키\n 그런가요? 키키\n 전 인천에 계속 있고 싶었거든요 하하\n 오 인천에서도 운전병이었던 거야?\n 넵 하하 처음부터 운전병으로 지원했어요 하하\n 아 오 뭐 그러면 옮겨 간 게 안 좋네 키키\n 그렇죠 하하 그래서 가족들도 다 씁쓸해 했어요 키키\n 그러게 진짜 면회는 자주 왔음?\n 멀어서 자주 오지는 못하셨어요 키키\n 오 편지는 자주 써주셨음? 키키\n 네 키키 누나가 편지 자주 써줬어요 키키\n 오 누나들 착하네 편지도 써주고 키키\n 키키 편지 오면 좋았죠 하하\n 형은 어땠어요?
694,일반 대화,할머니가 맛있는 거 뭐해줬어?\n 고기 문어 생선 하하\n 아점으로 먹었는데 저거 다 먹었어  ㅎ\n 문어 먹더나?\n 문어 참기름장에 찍어서 잘먹었어~\n 고기를 나중에 먹을정도로 하하\n 정말? 문어를 잘 먹다니!\n 물론 많이는 아니였지만 키키\n 할머니가 좋아했겠네~\n 어어~ 근데 회심의 음식은 생선이였는데 그건 3순위였어 하하\n 난 5시간동안 청소하고. 이제 곧 첫끼를 먹을거야\n 1순위 문어 2순위 고기 3순위 생선\n 무슨 생선이었눈데?\n 민어~\n 아~ 민어 잘 안 먹던데. 평소에~\n **는 갈치가 제일 좋대 하하\n 아마 갈치 있을걸? 거기\n 밥 맛있는거 챙겨먹어~
695,일반 대화,"한국 드라마들이 넷플릭스에서 통하는 것에 대해서 어떻게 생각해?\n 정말 대단하다고 생각이 들면서도, 역시 라는 생각이 들어,\n 할리우드 배우들 못지 않게 한국 배우들도 훌륭하다고 생각해왔거든!\n 너는 어떻게 생각해?\n 나는 배우는 원래도 뛰어난 배우가 많았다고 생각하지만 한국의 문화가 드디어 세계에 먹힌다는게 참 신기한 것 같아\n 그러면서도 불안한게 예전에 일본의 문화가 유행하고 우리는 따라가는 입장이었다면\n 이제는 우리의 문화가 유행하고 중국이 따라오는 느낌이라서 중국에게 언제 따라잡힐지가 무서워\n 중국이 어마무시한 자금을 바탕으로 컨턴츠를 만들어도, 한국 컨텐츠 못따라오는거 보면, 나는 그부분은 걱정이 안되는거 같아!\n 오히려 한국의 최대의 적은 미국이 아닐까 싶어!\n 왜 한국의 컨텐츠가 관심을 받을까?\n 내가 얼핏 듣기로는, 한국 제작사에 맞기면, 가성비가 좋아서 그렇다고 들었어!\n 제작비 100억 200억이 넷플릭스 입장에서는 별거 아닌가봐! 키키\n 미국에서 왜 인기가 많을까?\n 입소문의 영향도 있다고 생각하지만, 아무래도 요즘 K컨텐츠, Kpop, K 푸드 전부 너무 잘나가니까, 그런거 같아!\n 그렇지 우리가 미군들과 생활할 때 몇몇 미군들은 한국 드라마를 보기도 했었잖아\n 이번에 나온 오징어게임은, 특히 뭔가 기존에 한국 정서와는 좀 다른 느낌의 컨텐츠 아니었어?\n 되게 세트장과 등장인물을 복장들이 기괴하면서도 이뻤어"
696,일반 대화,언니는 화장품이 참 많아\n 하하 언니가 메이크업에 관심이 있지 않나?\n 맞아 그래서 진짜 많아 키키\n 오호 근데 그걸 다 쓴대?\n 웅웅 어디에 뭐 있는 지도 잘 알더라\n 오 완전 매니안가 보다\n 그니까 키키 난 언니한테 빌리면 돼\n 언니가 잘 빌려주는 편이야?\n 그건 아닌데 자기 기분 좋으면 빌려주는 듯\n 키키 완전 기분파구만\n 웅웅 그래도 많이 공유하진 않아\n 하하 각자 다 스타일이 다르니까
697,일반 대화,내일 학교 가면 바빠지겠어요.\n 지금 부장단 단톡방에 올라오고 문자오고 난리\n 아... 확진자는 현재 몇명이에요?\n 1명인가봐요\n 음... 우선 그 반만 코로나 검사를 하겠네요.\n 잘 모르겠어요 저희도 처음이라. ;\n 애들이 교과서를 가지고 집에 가지 않았을텐데요...\n 그러게요 자습하겠죠 아마 ㅠ\n 경험이 있는 학교들이 많으니... 쌤 학교도 잘 어찌 어찌 해결될 거에요.\n 그러게요 정말 조용하더니 피해가더니 ㅠ\n 이게 순서의 차이지 그닥 놀랄 일도 아닌.;\n 그러게 말이에요 ㅠ 와 ㅜㅜ
698,일반 대화,근데 테이블보는 왜 사는데\n 아 그게 자취생활 집밥 사진 찍는데 요즘 키키\n 응\n 테이블 보 있고 없고가 사진 퀄리티가 엄청 차이나더라고\n 맞나 꼭 방수천이어야 하나\n 그건 아닌데 아무래도 오염같은거 잘 안되니까 방수천은 키키\n 예전에 사둔 원단 좀 있을텐데 그거로 먼저 써보는건 어때\n 색깔 좀 있는거가 아무래도 음식밑에 깔면 화사한색이 좋더라고 노란색이나 그런거\n 창고에 한번 봐야겠네\n 백색은 우리집에도 있어서 백색은 빼고 찾아봐주삼 그럼\n 알았어\n 감사감사욤
699,일반 대화,너도 전에 소개팅 해줘서 결혼한 커플 있어?\n 형 그럼 이번에 성사 시킨거야?\n 맞아 그래서 뭔가를 노리는 중\n 음 뭔가 선물해주긴 하겠지\n 음 난 그런거 달라고 잘 못해\n 형 그런건 그냥 알아서 해주는거야\n 응 그럼 좋은데 세상인심이 그렇지 않더라\n 의외로 그런거 못하는 사람들이 있어\n 그래도 이번에는 기대해야겠다\n 진짜 기대가 되긴 한다
700,일반 대화,누나 2차 백신 언제지?\n 나 이번주 금요일\n 백신 맞기 전과 후에 물을 많이 마셔\n 맞아\n 요새 2차 백신 말이 많더라\n 너가 어떤 거 맞았지?\n 모더나 맞지 않았나?\n 응 나 모더나 맞았지\n 아하\n 아빠는 뭐 맞았었지?\n 아빠는 아스트라제네카 맞았지\n 아제... ㅠㅠ\n 누나는 모더나지?\n 응 나 모더나야 키키\n 부작용 때문에 걱정이네\n 너무 걱정하지마.\n 물 많이 마시고 타이레놀 챙겨 먹고\n 응 부작용 없을 거니까 너무 걱정 마 키키\n 그렇겠지?\n 코로나가 빨리 없어졌으면 좋겠다\n 그러게\n 전국이 코로나로 난리네
701,일반 대화,너희는 무슨 운동 좋아해?\n 나는 운동이라 하면 숨쉬기 운동!\n 나는 한 때 축구 좋아 했지 키키\n 키키 숨쉬기 운동이 짱이지\n 축구 요즘엔 하나도 모르겠더라 ㅠㅠ\n 나도 축구 보는건 진짜 좋아해 키키\n 키키 난 보는 것도 좋고 하는 것도 좋고\n 와 그럼 너 축구 잘해?\n 예전에 볼 좀 차봤어? 키키\n 아니 잘 하는건 아니고 그냥 저냥 보통이야 키키\n 나 중학교 때 축구부 였는데 키키\n 우와 언니 중학교때 축구 했었어?\n 엥 여자들도 축구부 그런게 있음?\n 응 키키 근데 축구는 안하고 물만 퍼다 날랐어 ...\n 잉? 키키 물만 퍼다 날랐다니!\n 엥 물만?\n 무슨 체력 키우기 하냐고 키키\n 키키 안껴주더라고 ㅠㅠ\n 그래서 남자애들 마실 물만 갖다 줬어 ㅠㅠ\n 헐 그게 뭐야\n 언니도 축구부인데 안껴주는게 말이되나!\n 아 뭐야 완전 셔틀이였네 키키
702,일반 대화,너 이번 주말 어디 간다고 했나?\n 원래 친정 가려고 했는데 엄마 여행 가신다고 해서 안가.\n 그래? 그럼 너 캠핑장 양도 받을래?\n 왜왜? 너 이번 주 간다며!\n 응응 근데 갑자기 신랑 해외출장 잡혀서 못 갈꺼같아.\n 너 완전 광클해서 잡았자나! 아쉽겠다.\n 응응 저기 완전 인기있는 데라 예약하기 힘들어\n 그래? 그럼 울 신랑한테 물어볼게.\n 근데 우리 동계 장비 없는데\n 전기장판은 집에있지?\n 내가 난로 빌려줄게. 등유 넣어\n 응응 집에있는 장판 들고 가면돼? 응응 그럼 난로 빌려줘~\n 너 간다고 하면 취소 안 할테니 너가 가\n 응응 신랑간다네. 오키 그럼 주말에 우리가 갈께^^
703,일반 대화,인테리어에  관심 있는 편?\n 인테리어 중요하지\n 매우 중요하다\n 인테리어 예쁘게 해 놓고 사는 편?\n 아직 내 집이 없어서...\n 근데 꿈은 크다 키키\n 그런 사람 요즘 많더라고 키키\n 주방에 엄청 신경 많이 쓰고 싶다\n 키키 그런 거 구경하고 그러나\n 당연하지\n 인테리어 잘 한 거 있으면 보고 감탄 하고 하지\n 아니 이 사람 먹는 거에 진짜 진심이네\n 응 나 요리도 잘 하고 싶어서 그런가 주방에 엄청 공들이고 싶다\n 주방은 어떤 게 포인트야 ?\n 나? 식탁 엄청 넓게 짜고 사람들 초대해서 요리 해주고 싶음\n 나도 주방이 진짜 맘에 안 들어 지금 주방!\n 막 그 오마카세처럼 내가 슥삭 요리해서 딱 주고 같이 먹으면서 한잔하고\n 씽크대가 창 쪽에  있는 게 싫어\n 티비 보면서 하고 싶어\n 키키 씽크는 무조건 2개 있어야 함 나는
704,일반 대화,나 귀걸이샀어\n 어떤 귀걸이야?\n 아까 인터넷에서 샀어\n 어떤 디자인이야?\n 링귀걸이야 버스손잡이 유행이잖아 좀 지났지만\n 링귀걸이 유행했었제\n 깔끔하고 캐쥬얼해보여 좋아\n 맞아 요즘 다시 많이 하드라\n 유행은 돌고도나봐\n 맞아 항상 유행은 돌고 도는고야\n 딱붙는거도 사려고\n 딱붙 귀걸이도 이쁨
705,일반 대화,그건 세계적인 기삿거리가 되지 않을까 *아...?\n 키키 *이는 너무 허언증이 심해\n 요즘 또 타 국가에서 기사가 많이 나오더라.\n 미국 군인이 백신을 의무 접종하라 해서 국방부에 소송을 했대\n 음 나름 그럴 만도 해 왜냐면 백신이 부작용이 있을 수도 있는 거잖아\n 백신은 의무 접종이야 이제 어쩔 수 없슈\n 나도 백신은 사실 접종 하기 싫어\n 근데 우리나라 군인들도 사회 사람들에게 접종 하기 전에 먼저 맞아버리잖아\n 백신 다들 맞았잖어 안 그래유?\n 확신도 안 들고 저 미군의 입장이 이해가 가\n 왜 군인들이 먼저 실험쥐가 되는 걸까\n 나도 이해가 갈 거 같아유 아마 개네들도 힘들 거에유\n 너무 코로나라는 이유로 사람들을 가두고 현혹 시키는 건 아닐까?\n 지금 코로나 최대 피해자들은 군인들이야\n 우리가 실험용 쥐가 되면 미군들은 실험용 원숭이에유\n 미군들이 또 최근 아프가니스탄에서 철수한 거 알아?\n 억압 받는 와중에 더 억압을 받아 버리잖아\n 코로나 최대 피해자는 자영업자에유 군인은 복무 신조에 따르는 법이에유\n 군인은 그저 상명하복 하는 거야?\n 그렇지 까라면 까야 하는 게 군인 문화니까...\n 아프간에 도와주고 교육해 줘봤자 개네들은 안 듣는다고 해유\n 사실 군인들의 백신 문제는 전 세계적인 이슈야\n 맞아 소송 걸만했어 이번 문제는\n 백신은 화이자가 짱이에유 알고들 있슈?
706,일반 대화,아프간에 안 태어난 게 천만 다행이여\n 맞아 거긴 완전 위험하잖아\n 넌 9.11 테러 때 기억 안 나지?\n 전쟁을 아직도 하고 있잖아\n 난 9.11 테러 난 날이 생생해...\n 테러조직들 진짜 많다고 하더라구\n 내가 완전 꼬맹이였으니까\n 그래서 그런 곳은 살 수가 없을 것 같아 ㅠㅠ\n 그게 시작이잖아\n 그때가 언젠데...\n 완전 무서워\n 한국이 최고야 ㅠㅠ 진짜\n 모가디슈가 완전 그 내용이 야\n 안전한 건 우리나라가 최고야 진짜\n 한국이 최고라니까\n 그런 거 보면\n 그런 나라는 너무 무섭고 위험해\n 마자\n 한국 사람인 거 오늘도 취한다 키키\n 맞아 키키\n 일본 한국이 최고야
707,일반 대화,언니도 TV는 잘 안 보는 편이에요? 키키\n 나는 잘 봐 키키\n 지금도 tv 틀어져 있어\n 악 키키 아니 **랑 **는 둘 다 그알 밖에 안 보더라고요\n 키키 **는 요새 진짜 바쁘고 **도 최근까지 논문 쓴다고 바빴어서 그런가 봐\n 키키 정말 둘과 TV 이야기한다고 고생했어요 키키\n 키키 으하하 키키 고생했네 키키\n 나는 그래도 걔들보단 나아\n 키키 정말 언니는 TV 봐서 다행 키키\n 요새 뭐 잼는 거 해요? 키키\n 키키 나는 대탈출 엄청 열심히 봐\n 오 언니! 대탈출 보는구나!\n 저도 봐요 키키\n 넘나 재밌음 키키\n 키키 진짜 은근 쫄리고 그래 키키\n 정말 키키 아니 제작진들 미쳤어요 키키 너무 잘 만듬\n 키키 그니깐 키키 아니 근데 왜 맨날 감옥편만 하면 탈출을 못하는지\n 진짜 키키 너무 웃겼어요 키키\n 감옥이랑 안 맞나 봐요 키키\n 키키 그니깐 키키 니도 열심히 봐?\n 네 키키 저 열심히 봐요 키키\n 그건 시즌 다 챙겨 봤던 것 같아요\n 캐나다에서도 봄 키키\n 와 대단하다 키키 **는 보라고 해도 안 보던데 ㅠㅠ
708,일반 대화,오빠가 요즘 나한테 너무 소홀한 것 같아\n 어떤 부분에서 그렇게 느꼈어?\n 같이 있을 때 오빠 행동이나 말에서 느꼈지\n 어떤 행동이나 말이 상처였는데?\n 요즘 오빠는 내 눈도 안 보고 이야기 하잖아\n 그게 기분이 나빴어?\n 응 나한테 관심이 없는 것처럼 느껴졌어\n 아니야 내가 너한테 얼마나 관심이 많은데\n 또 어떤 점이 속상했어?\n 말을 험하게 하는게 마음 아팠어\n 옛날엔 항상 말 예쁘게 했잖아\n 내가 분발하도록 할게 미안해
709,일반 대화,요즘 디아블로만 하네...\n 그렇게 재미있어?\n 재밌지 엄청 하하\n 시간 가는 줄 몰라\n 뭐가 그렇게 재미있어?\n 뭐가 재밌냐고?\n 그냥 재밌어 하하 20년 전에 하던 거 그대로\n 20년 전꺼면 너무 구식이지 않아?\n 무슨 소리야 하하\n 지금도 이 정도의 게임이 나오지를 못해\n 디아블로가 진짜 명작인가보구나\n 최고야 최고 하하\n 컴퓨터 새로 사면 근래 나온 디아블로2 레저렉션 꼭 하고 싶어\n 새로 나온 건 유료 게임이야?\n 응응 옛날 것도 지금 것도 다 유료야\n 비용이 얼마나 하는데?\n 게임은 3만원 정도인데 컴퓨터가 비싸지\n 컴퓨터부터 얼른 사야겠네\n 비트코인 때문에 그래픽카드가 너무 비싸서 못 사
710,일반 대화,아빠~**라는 분께서 아까 전화하셨었어요\n 그래 아빠 고등학교 동창이야\n 아들 결혼식 올린다면서 전화달라고 하시네요\n 그래 오랜만에 결혼식에서 동창 다만나겠네\n 아빠 고등학교 친구중에 절친 멤버는 4명이죠?\n 그렇지 아빠 포함해서 네명 안본지 오래네\n 밴드 하셨다면서요 키키\n 그래 밴드동아리였지\n 키키 신기하네요 졸업하고 거의 안 만나신거예요?\n 가끔봤는데 다들 결혼하고 이사가고하면서 십여년은 못봤지\n 진짜 오랜만에 다 볼 수 있겠네요\n 그러게 반갑네
711,일반 대화,헛소리하지마.\n 아 영화 보고싶음\n 화장실 청소할 때 쓰는말 아니야 그건?\n 기생충 봤니 제목보고 너네 나오는줄\n 엥 그거 *이잖어 키키 나 기생충 봄\n 기생충은 정말 세계적으로 핫한 영화였어\n 코너링이 예술이네요 명대사 크윽 달달해\n 맞아. 기생충 진짜 감명깊게 봤어\n *이 집에도 기생충이 한 명 살고있어\n 아 알아 매미 말하는 거지 항상 통화하면 울더라고\n 우리집에 나는 집주인이니까 생각나는 기생충 한 명뿐이네...\n 매미는 어떤 친구를 말하는 걸까?\n 있어 그런 게 기생충 작품성 정말 좋더라\n 아 그래? 어떤 생각을 했는데?\n 기생충의 작품성은 너무 심오해\n 인정 너네 영화 테넷 봤니?\n 아니 못봤어 무슨 내용인데\n 테넷은 무슨 영화인지 궁굼해\n 테넷은 크리스토퍼놀란 감독이 만든 아주 흥미로운 영화야\n 아니 무슨 내용이냐고 물어보잖아\n 어떤 영화인지 상세하게 말해줄 수 있을까?\n 음 시간이 서로 거꾸로 흐르는 느낌의 영화야\n 아 그래 ? 그거 좀 재밌어 보이네\n 벤자민의 시간은 거꾸로 간다?\n 그거보다는 액션영화라 박진감 넘쳐 둘이 꼭 봐
712,일반 대화,캠핑은 참 재밌어\n 캠핑 재밌긴 하지\n 벌레만 많은거 제외하면 말이야\n 그래도 밖에서 자는게 낭만있어\n 맞아 엄청 힐링이야\n 야외에서 밥 먹는거도 좋아\n 아 더 맛있는 느낌\n 공기도 좋고 말이야\n 그니까 별도 보고\n 모닥불도 함 피우고\n 맞아 집이 아니라 재밌어\n 텐트 치는 것도 좋아\n 캠핑의 묘미라고 할 수 있지\n 맞아 캠핑카도 좋아 보여\n 그래 근데 관리가 힘들듯\n 그건 그래 많이 써야하고\n 그래도 캠핑하면 추억 생겨\n 맞아 좋은 추억 많이 생기지\n BBQ 옆에서 먹으면 맛있어\n 캠핑의 핵심은 음식이지
713,일반 대화,너희 다이어트 약 먹어봤어?\n 다이어트 약 먹으면 큰일난대\n 나도 안 먹어봤는데 효과있나?\n 내 친구 먹고있는데 괜찮다는데 걱정은 되더라고\n 다시 생각해보니깐 언니꺼 한 개 뺏어 먹어봄\n **이 그때 어땠어?\n 한 개 먹고도 효과있나?\n 어 진짜로 입맛이 뚝 떨어지더라고\n 어머 신기하네 어떤 증상이지?\n 식욕억제 성분이 들어가 있나봐\n 응 진짜로~ 근데 기분이 나쁨 뭔가 키키 그러고 안먹음\n 입이 마른다고 들은거 같아\n 무섭다 우리는 먹지말자ㅠㅠ\n 응 먹는거보다 운동으로 빼자\n 맞아 운동이 최고야
714,일반 대화,나 지금 옷이 다 젖었어 짜증 나...\n 왜? 비 때문에 옷이 젖었어?\n 맞아 근데 웃긴 게 뭔지 알아?!\n 왜? 웃긴 일이 있었어?\n 하늘은 완전 맑은데 비가 내리더라!\n 아 그걸 보고 호랑이 장가가는 날이라던데?\n 헉 그런 말도 있어?\n 그게 오늘인가? 키키\n 응 키키 옛날에 할머니가 해준 말 키키\n 아 그렇구나 무슨 의미든 비가 오는 건 너무 싫어...\n 나도 비는 너무 싫어 찝찝해 ㅠㅠ\n 거긴 지금 비가 오고 있어?\n 여기는 한참 오다가 그쳤어\n 오 부럽다 여긴 비가 가랑비로 와서 기분도 나빠 키키\n 차라리 시원하게 오면 덜 찝찝할 텐데\n 그치 맑고 시원하게 좋은데...\n 맞아 나도 그렇게 생각해 ㅠ
715,일반 대화,낮기온이 벌써 23도네 하하\n 그러게~ 따뜻해서 창문 열어놨어\n 아침이랑 10도나 차이나다니\n 일교차가 너무 크긴 하지 하하\n 애들 이불 빨래는 다 했어?\n 응~ 베란다에 널어놨더니 벌써 다 말라가네 하하\n 벌써? 왜 이렇게 빨리 말라\n 오늘 해가 잘들고 바람도 잘 불어서 그런지 엄청 빨리 말라 하하\n 하하 빨래하기에 최고의 날이구나\n 이런 날씨는 빨래 말고 아무거나 해도 최고지 하하\n 하하 그렇긴 하지~ 그냥 멍하게 있어도 좋은 날씨\n 오늘도 햇빛 쬐면서 베란다 커피 한 잔 해야겠다\n 하하 베란다 아주 잘 활용하네\n 날씨 좋은 날 앉아 있기 최고야
716,일반 대화,너흰 혼인 신고 며칠만에 했어?\n 난 한참있다가 한거 같아\n 나는 결혼하고 몇달뒤에 한것 같아\n 지금 생각하니 분양때문에 늦게 하는 게 나았던 것 같아\n 난 재난지원금 받으려고 미룬 것도 있어\n 요즘은 일찍들 안하더라구\n 다들 살아보고 해야한다고 하는데 어때 ?\n 나도 그렇게 생각해\n 맞어 분양받으려면 신혼부부 기간산정이 있어서 그렇다고 하더라\n 난 그게 서로에게 서운할 수 있는 말이라고 생각했거든\n 빨리 해서 딱히 이득이지도 안고\n 맞어 동거인 인정도 해주니까 빨리할필요가 없어\n 하긴 혹시나 라는게 있으니까\n 각자 본인에게 유리할 때 하는게 맞지\n 돌다리도 두들겨 보고 하는게 좋잖아
717,일반 대화,부산 여행 또 가고 싶다 하하\n 부산 여행 즐거웠지\n 맞아 ㅎ 바다 못 들어간게 한이다\n 하하 그때 날씨 되게 좋았는데 말이야\n 맞아 이제 짐을 두고 나오자!\n 웅웅 방수 폰케이스도 필요할 듯\n 맞아 하하 담에는 제대로 수영하는 걸로\n 그래그래 그리고 조개구이도 먹자\n 옹 못 먹어본거 먹으러 가자\n 아주 완벽한 여행이다!
718,일반 대화,이번에 이니스프리랑 네고왕이랑 한거 알아?\n 난 잘 몰라 화장품 관심이 없어서\n 오 좀 관심을 가져봐!\n 키키 그래야지 근데 왜?\n 최대 55%까지 화장품 할인하더라고\n 오 그래? 나도 봐야겠다\n 근데 그게 2개 이상 구매해야 적용된대\n 아 그래 너 혹시 살 거 있어?\n 나 모공팩 살까 했거든 키키\n 오 그럼 나랑 같이 쓰자\n 그래 그럼 내가 결제한다?\n 웅웅 내가 돈 보내 줄게
719,일반 대화,음주운전 사고 내고 투신 소동 일으켰대\n 헐 ㅡㅡ 그냥 죽지 까비 아깝소\n 양심... 어디?\n 조심 좀 하시지...;\n 경찰 부른다니깐 갑자기 다리로 뛰어내릴라 하더래\n 키키 참나 어이 없을무;\n 공무방해 아니냐\n 그분들은 뭔 죄야 하루종일 피곤하겠네...\n 그래서 오히려 피해자가 경찰 올때까지 잡고 있었댜\n 키키 참나 에바다 ㄹㅇ\n 당신의 양심 무사하십니까\n 진짜 나였으면 쿨거래 했을지도...ㅎ\n 진짜... 음주운전을 왜 하는 거야 요즘 같은 시대에\n ㄹㅇ 많자너 음주운전 사망하게 해놓고 키키 형이 너무 길다고 키키\n 술 먹었으면 편하게 대리 부르시지...키키\n 그니깐 ㅜ\n 벌금이 얼만디 대리가 그렇게 아깝나\n 대전에서는 벌금은 이미 몇 번 내놓고도 대리 안 부르고 가다가 사망 사고 낸 사람도 있었음 키키\n 진짜 음주운전 못하게 뭐라도 만들어줘야는데!\n 다들 무슨 생각인지 이해 안가\n ***법을 더 강화 시키든 해야지~\n 보고 배워야지 저렇게 안 해야겠다 하고...
720,일반 대화,강아지는 너 좋아한다고 하디?\n 내가 또 강아지들이랑 친하지\n 강아지들도 그렇게 생각한다던? 들어봐야지\n 강아지는 밥만 잘 주면 좋아하던데\n 야 그거 가식이야 밥 더 달라고\n 보통 고양이들이 가식이지 강아지는 안 그래\n 고양이 모욕하지마\n 나는 고양이 사랑해\n 너는 강아지가 좋아 고양이가 좋아?\n 난 고양이가 조금 더 좋아 강아지도 좋아하고\n 나는 강아지가 더 좋은 거 같아\n 왜? 애교 떠는 게 귀여워서?\n 맞아 맞아 강아지는 가까이 와서 애교 떨잖아\n 그게 귀찮아\n 난 도도한 게 좋아\n 너는 고양이랑 잘 맞나 보네 키키\n 맞아 고양이가 딱 내 취향 \\n 고양이도 너 좋아하는지 물어봐야지 키키
